"Id";"Organisations";"Regional/national entities";"Implementing Partners";"Countries";"Regions";"Cities";"Specific Objectives";"Sectors";"Beneficiaries";"Donors";"Overall Budget (in euros)";"Allocated Budget (in euros)";"Context";"Starting Date";"Ending Date";"First Cash Date";"excel.maket_assessment";"Coordination Mechanisms";"Modalities";"Type of Intervention";"Contact Person Name";"Contact Person Position";"Contact Email Address";"Organisation Website";"Language";"Description";"Data sharing allowed";"Media";"Additional Fields"
"1354";"Haitian Red Cross";"Haitian Red Cross";"Danish Red Cross, British Red Cross, American Red Cross";"Haiti";"Sud - 43170";"";"The institutional and educational needs of the children from both the displaced and hosting communities are met.
The economic pressures resulting from the EQ on the hosting communities and the displaced are mitigated.
The Haitian Red Cross Les Cayes branch risk reduction capacity and host communities’ resilience is built.";"Food security and livelihood, Education";"43170";"Danida (Danish International Development Agency), Danish Public";"";"3008905";"";"8/2010";"12/2011";"1/";"";"";"Conditional grant, Bank transfer, 14,345 children (school fees - paid directly to schools), 14345, 49, 1#Conditional grant, Bank transfer, Bank transfer (and some caisses rurales), 5765, 400, 1#";"Cash transfer + in-kind (or other) - 14,345 children (school fees - paid directly to schools)
8,325 children (School uniforms)
5,765 families (livelihood grants)";"Lisbet Elvekjær";"";"";"";"English";"";"yes";"";""
"1355";"Mali Red Cross";"Mali Red Cross";"Danish Red Cross, Swiss Red Cross";"Mali";"Mopti - 2500";"";"The specific objective of this project is to respond to the immediate humanitarian needs and strengthen the resilience of the IDPs, host families receiving the IDPs, and other vulnerable families in host communities affected by the drought and the situation of insecurity in the Mopti Region.";"Food security and livelihood";"2500";"Danida (Danish International Development Agency)";"";"16500";"";"10/2012";"9/2013";"1/";"";"";"Unconditional grant, Bank transfer, 500, 33, 1#";"";"Lisbet Elvekjær";"";"";"";"English";"";"yes";"";""
"1356";"Indonesian Red Cross Society";"Indonesian Red Cross";"Danish Red Cross, British Red Cross";"Indonesia";"Aceh - 6375";"";"To establish A flourishing and active society able to take charge of a self-driven development process at the community level, using both own and additional external resources.";"Food security and livelihood, Education";"6375";"Danida (Danish International Development Agency), Danish Public";"";"3650000";"";"8/2005";"4/2006";"1/";"";"";"Unconditional grant, Livelihood grant, (un)conditional according to individual  plans, Bank transfer, 1200, 1000, 3#Conditional grant, School fees for orphans for 3 years, Bank transfer, 50, 250, 3#Unconditional grant, Single parents and orphans: one-off , (un)conditional according to individual  planspayment, Bank transfer, 25, 500, 1#";"";"Lisbet Elvekjær";"";"";"";"English";"";"yes";"";""
"1357";"Kenya Red Cross Society";"Kenya Red Cross";"Danish Red Cross";"Kenya";"Eastern - 7000";"";"1. Provide selected households with a soft conditional cash disbursement to mitigate and reduce the effects of the drought by increasing their purchase power to buy food to address the need of the malnourished children, thereby improving their health. 
2. Increased awareness and practise of healthy behaviour by facilitating an educational workshop for selected households from each village.";"Food security and livelihood";"7000";"Danida (Danish International Development Agency), IFRC/National Societies";"";"159600";"";"9/2014";"6/2015";"1/";"";"";"Unconditional grant, Bank transfer, Local vendors, 1400, 57, 2#";"";"Lisbet Elvekjær";"";"";"";"English";"";"yes";"";""
"1358";"Philippine Red Cross";"Philippine Red Cross";"Danish Red Cross, Finish Red Cross";"Philippines";"Aklan - 6250";"";"Cyclone affected households in Aklan province have received shelter repair assistance.";"Shelter, settlement";"6250";"Danish Public";"";"710000";"";"12/2013";"12/2014";"1/";"";"";"Conditional grant, Bank transfer, Remittance comp., 1250, 284, 2#";"";"Lisbet Elvekjær";"";"";"";"English";"";"yes";"";""
"1359";"Pakistan Red Cross";"Pakistan Red Cross";"Danish Red Cross, Swiss Red Cross";"Pakistan";"N.W.F.P. - 3975";"";"To meet the immediate, essential needs of the earthquake affected population and enhance self-recovery mechanisms.";"Food security and livelihood, NFI";"3975";"Danida (Danish International Development Agency), Danish Red Cross, Swiss Red Cross";"";"169335";"";"12/2015";"4/2016";"1/";"";"";"Unconditional grant, Mobile phone, 795, 213, 1#";"";"Lisbet Elvekjær";"";"";"";"English";"";"yes";"";""
"1360";"Zimbabwe Red Cross Society";"Zimbabwe Red Cross";"Danish Red Cross";"Zimbabwe";"Mashonaland Central - 4720";"";"Immediate objective 1: In close cooperation with the GOZ and other humanitarian actors to support Zimbabwe Red Cross Society in providing lifesaving food assistance (via cash grants) to 944 extremely vulnerable households (app. 5000 people) while simultaneously making them more resilient towards future shocks. 
Immediate objective 2: Supporting Zimbabwe Red Cross Society in exploring further cash as the preferred emergency intervention modality ensuring that the NS is better placed to take on added and larger scale cash based intervention responsibilities (vs GOZ and other NGO’s) when the next larger scale emergency occurs.";"Food security and livelihood";"4720";"Danida (Danish International Development Agency)";"";"181248";"";"12/2015";"5/2016";"1/";"";"";"Unconditional grant, Mobile phone, 944, 48, 4#";"";"Lisbet Elvekjær";"";"";"";"English";"";"yes";"";""
"1361";"Lebanese Red Cross";"Lebanese Red Cross";"Danish Red Cross, British Red Cross";"Lebanon";"North Lebanon - 1000";"";"The project’s immediate objective is to strengthen the coping mechanisms of Syrian Refugees during the 4 months winter period and subsequently secure improved water and sanitation infrastructure in Informal Tented Settlements (ITS) in Northern Bekaa (Hermel/Baalbek).";"Food security and livelihood, Shelter, settlement, NFI";"1000";"Danida (Danish International Development Agency)";"";"117600";"";"13/2015";"12/2016";"1/";"";"";"Unconditional grant, Smart card, 200, 147, 4#";"";"Lisbet Elvekjær";"";"";"";"English";"";"yes";"";""
"1363";"Jordan Red Crescent";"Jordan Red Crescent";"Danish Red Cross, IFRC";"Jordan";"Amman - 2875";"";"To meet the essential household and psychosocial needs of Syrian refugees and host communities in a manner that upholds their dignity.";"Food security and livelihood, NFI";"2875";"Danida (Danish International Development Agency)";"";"727950";"";"2/2016";"13/2016";"1/";"";"";"Unconditional grant, Bank transfer, 575, 211, 6#";"";"Lisbet Elvekjær";"";"";"";"English";"";"yes";"";""
"1364";"Nepal Red Cross Society";"Nepal Red Cross";"Danish Red Cross, British Red Cross";"Nepal";"Gandaki - 9210";"";"To meet the immediate, essential needs of the earthquake affected population and enhance wellbeing, coping and self-recovery mechanisms.";"Food security and livelihood, NFI";"9210";"Danida (Danish International Development Agency), Danish Public, British Red Cross";"";"276300";"";"5/2015";"10/2015";"1/";"";"";"Unconditional grant, Direct cash, 1842, 150, 1#";"";"Lisbet Elvekjær";"";"";"";"English";"";"yes";"";""
"1365";"Indonesian Red Cross Society";"Indonesian Red Cross";"Danish Red Cross";"Indonesia";"Sumatera Barat - 9935";"";"Affected households in target communities have obtained safe transitional shelters (T-shelters) according to Sphere standards.";"Shelter, settlement";"9935";"Danida (Danish International Development Agency), Danish Public";"";"675580";"";"11/2009";"9/2010";"1/";"";"";"Conditional grant, Bank transfer, 1987, 340, 1#";"";"Lisbet Elvekjær";"";"";"";"English";"";"yes";"";""
"1366";"Nepal Red Cross Society";"Nepal Red Cross Society";"Danish Red Cross, British Red Cross";"Nepal";"Bagmati - 12580, Gandaki - 17070";"";"The wellbeing and ability to cope with the cold winter months have been enhanced for some of the most vulnerable people in Kavre, Tanahun and Lamjung districts of Nepal.";"Shelter, settlement, NFI";"29650";"British Red Cross, Danish Public";"";"593000";"";"12/2015";"13/2015";"1/";"";"";"Unconditional grant, Direct cash, 5930, 100, 1#";"";"Lisbet Elvekjær";"";"limae@rodekors.dk";"";"English";"";"yes";"";""
"1367";"Mali Red Cross";"Mali Red Cross";"Danish Red Cross, Norwegian Red Cross";"Mali";"Mopti - 7000";"";"The specific objective of the programme was to respond to the immediate humanitarian needs in terms of food and non-food items and to strengthen the resilience of the IDPs, host families receiving the IDPs, and other vulnerable families in host communities affected by the drought and the situation of insecurity in the Mopti Region.";"Food security and livelihood, NFI";"7000";"Danida (Danish International Development Agency)";"";"290000";"";"10/2013";"13/2013";"1/";"";"";"Unconditional grant, Bank transfer, Micro-finance inst. (Kondo Jigima), 1000, 230, 1#Unconditional grant, Bank transfer, Micro-finance inst. (Kondo Jigima), 400, 150, 1#";"";"Lisbet Elvekjær";"";"";"";"English";"";"yes";"";""
"1368";"Pakistan Red Cross";"Pakistan Red Cross";"Danish Red Cross, German Red Cross, British Red Cross";"Pakistan";"Sind - 31285";"";"The resilience of the most vulnerable households which are not able to subsist without external support due to the floods is increased.";"Food security and livelihood";"31285";"European Commission Humanitarian Office (ECHO)";"";"2688686";"";"8/2011";"10/2012";"1/";"";"";"Vouchers, Digital- Commodity voucher, 5025, 231, 2#Vouchers, Digital- Commodity voucher, 1232, 149, 2#";"";"Lisbet Elvekjær";"";"";"";"English";"";"yes";"";""
"1369";"Mali Red Cross";"Mali Red Cross";"Danish Red Cross";"Mali";"Mopti - 15000";"";"The immediate objective of the project is to ensure that “3000 vulnerable households’ capacity to improve their food security and their livelihood opportunities has increased through unconditional and conditional cash transfers”.";"Food security and livelihood";"15000";"Danida (Danish International Development Agency)";"";"582000";"";"8/2014";"13/2017";"1/";"";"";"Unconditional grant, Mobile phone, Mobile Phone (Orange Money), 3000, 60, 1#Conditional grant, Mobile phone, Mobile Phone (Orange Money), 3000, 67, 2#";"";"Lisbet Elvekjær";"";"";"";"English";"";"yes";"";""
"1370";"Ukrainian Red Cross Society";"Ukrainian Red Cross";"Danish Red Cross";"Ukraine";"Odessa - 1785, Kiev - 2953";"";"To provide vulnerable conflict-affected IDPs and host communities with emergency assistance and psychosocial support.";"Food security and livelihood, NFI";"4738";"Danida (Danish International Development Agency)";"";"511704";"";"4/2015";"3/2016";"1/";"";"";"Vouchers, Digital- Cash voucher, 4738, 18, 6#";"";"Lisbet Elvekjær";"";"";"";"English";"";"yes";"";""
"1371";"Nepal Red Cross Society";"Nepal Red Cross";"Danish Red Cross, Australian Red Cross, Canadian Red Cross";"Nepal";"Bagmati - 6715";"";"Integrated Recovery and Resilience programme in Kavre District";"Food security and livelihood";"6715";"Canadian Red Cross, Australian Red Cross, Danish Red Cross, Danish Public";"";"385000";"";"2/2016";"13/2017";"1/";"";"";"Conditional grant, Direct cash, 1100, 175, 2#";"";"Lisbet Elvekjær";"";"";"";"English";"";"yes";"";""
"1373";"OXFAM";"";"";"Mali";"Gao - 5580";"";"Contribuer au renforcement de la résilience des communautés pastorales et agropastorales vulnérables affectés par le conflit et autres facteurs aggravants dans le cercle de Ménaka, Nord Mali";"Food security and livelihood";"5580";"Direction générale Coopération au développement et Aide humanitaire de Belgique (DGD)";"";"79488";"";"12/2015";"11/2017";"1/";"";"";"Unconditional grant, Travail journalier (20 jours), Direct cash, Traders, 1152, 69, 1#";"";"Ciekhou Diagana";"";"cdiagana@oxfam.org.UK";"";"French";"";"yes";"";""
"1374";"OXFAM";"";"";"Mali";"Gao - 11060";"";"Transfert Monetaire a usage multiple au Nord mali";"Food security and livelihood";"11060";"European Commission Humanitarian Office (ECHO)";"";"317580";"";"2/2016";"13/2016";"1/";"Commonly used tools (EMMA, MIFIRA, RAM-MAG, trader survey...)";"";"Unconditional grant, Direct cash, Traders, 1580, 67, 3#";"Cash transfer + in-kind (or other) - depistage et referencement";"Ciekhou Diagana";"";"cdiagana@oxfam.org.UK";"";"French";"";"yes";"";""
"1375";"OXFAM";"";"";"Mali";"Gao - 6454";"";"Transfert Monetaire a usage multiple au Nord mali";"Food security and livelihood";"6454";"European Commission Humanitarian Office (ECHO)";"";"127236";"";"2/2016";"13/2016";"1/";"Commonly used tools (EMMA, MIFIRA, RAM-MAG, trader survey...)";"";"Unconditional grant, Direct cash, Traders, 922, 46, 3#";"Cash transfer + in-kind (or other) - Nutrition - depistage et referencement";"Ciekhou Diagana";"";"cdiagana@oxfam.org.UK";"";"French";"";"yes";"";""
"1376";"Handicap International";"";"";"Mali";"Timbuktu - 16206";"";"Renforcement de la resilience des populations du Nord Mali";"Food security and livelihood";"16206";"European Commission Humanitarian Office (ECHO)";"";"494283";"";"3/2016";"2/2017";"1/";"";"";"Unconditional grant, Direct cash, Traders, 2701, 61, 3#";"";"Diebou Soumaré";"";"coordo-sa_resilience@handicapmali.org";"";"French";"";"yes";"";""
"1384";"Agency for Technical Cooperation and Development (ACTED)";"";"";"Nepal";"Janakpur - 59957";"";"The specific objectives of the project were to improve communities’ and households’ access to food and to support their agricultural activities.";"Food security and livelihood";"59957";"USAID - 2500000";"2500000";"660800";"";"8/2015";"4/2016";"1/";"";"";"Cash for work, Direct cash, 5900, 112, 1#";"";"";"";"";"";"English";"";"yes";"";""
"1385";"Agency for Technical Cooperation and Development (ACTED)";"";"";"Central African Rep.";"Haut-Mbomou - 7560";"";"To encourage the decrease of tensions in Zemio through access for youth to a immediate income and the promotion of social cohesion. Furthermore, THIMO (Cash For Work) activities will improve socio-economic infrastructures and benefit to the entire city.";"Food security and livelihood";"7560";"OCHA - 300750";"300750";"45080";"";"10/2015";"7/2016";"1/";"";"";"Cash for work, Direct cash, 1344, 31, 1#Cash for work, Direct cash, 32, 43, 1#Cash for work, Direct cash, 40, 51, 1#";"";"";"";"";"";"English";"";"yes";"";""
"1386";"World Food Programme (WFP)";"";"Post Bank Uganda Limited";"Uganda";"Adjumani - 12000, Arua Municipality - 12000, Hoima - 12000, Kasese - 12000, Mbarara - 12000";"";"Improve dietary diversification
Improve food consumption";"Food security and livelihood";"60000";"ECHO, Department for International Development (DFID), USAID, Multilaterals";"";"8880000";"";"6/2014";"1/";"6/2014";"";"";"Unconditional grant, Direct cash, Post Office, 60000, 148, 1#";"";"";"";"";"";"English";"Project Number. 108070 - 200429";"yes";"";""
"1399";"Agency for Technical Cooperation and Development (ACTED)";"";"";"Pakistan";"N.W.F.P. - 5604";"";"The objective of the project is to reduce suffering and improve the resilience of vulnerable communities affected by complex emergencies. This will be achieved via cash based programming, with cash for work, cash for training and conditional cash grants for extremely vulnerable households.";"Water supply, sanitation and hygiene promotion, Public health";"5604";"ECHO - 455164";"";"115716";"";"8/2015";"7/2016";"1/";"";"";"Cash for work, Direct cash, Aid agency directly, 255, 186, 1#Cash for work, Direct cash, Aid agency directly, 326, 186, 1#Cash for training, Direct cash, Aid agency directly, 75, 51, 2#";"Cash transfer only (cash or voucher)";"";"";"";"";"English";"";"yes";"";""
"1400";"Agency for Technical Cooperation and Development (ACTED)";"";"Regional Development Organization (RDO)";"Pakistan";"F.A.T.A. - 3420";"";"In terms of Shelter, this will entail the provision of basic shelter repair kits with material; the provision of shelter grants for the most vulnerable households, with emphasis on vulnerable female-headed households; the provision of standard NFI kits; and provision of DRR-sensitive training on the Build Back Better approach, to ensure sustainability and disaster resilience for these communities.";"Shelter, settlement";"3420";"UNOCHA - 228825";"";"9072";"";"9/2015";"9/2016";"1/";"";"";"Conditional grant, Cheques, Aid agency directly, 27, 86, 1#Conditional grant, Direct cash, Aid agency directly, 270, 25, 1#";"";"";"";"";"";"English";"ACTED, through its implementing partner Regional Development Organization (RDO), will provide an integrated Shelter and NFI response to meet the needs of previously displaced families who have returned to Sub-District Bara in Khyber Agency, FATA, over a period of 12 months";"yes";"";""
"1401";"Agency for Technical Cooperation and Development (ACTED)";"";"";"Pakistan";"N.W.F.P. - 3200, F.A.T.A. - 49600";"";"ACTED will be  implementing an emergency, recovery and rehabilitation project funded by OFDA  in 2 districts of KP and 3 agencies of FATA in Pakistan.";"Shelter, settlement, Water supply, sanitation and hygiene promotion";"52800";"USAID/OFDA - 1500000";"";"321991";"";"8/2015";"6/2016";"1/";"";"";"Conditional grant, Cheques, Aid agency directly, 35, 105, 1#Conditional grant, Cheques, Aid agency directly, 404, 68, 3#Conditional grant, Cheques, Aid agency directly, 150, 206, 1#Cash for work, Cheques, Aid agency directly, 250, 206, 1#Cash for work, Cheques, Aid agency directly, 250, 206, 1#Cash for work, Cheques, Aid agency directly, 500, 68, 3#";"";"";"";"";"";"English";"The project aims to address the essential needs of displaced households affected by the complex emergency now returning to FATA. The project also aims at providing assistance to extremely vulnerable, TDP households still displaced in KP. The project will provide assistance through an integrated approach, which will incorporate Shelter, WASH, and early market recovery activities.";"yes";"";""
"1406";"Tearfund";"";"";"Iraq";"Dihok - 6180";"";"To provide emergency unconditional cash to 6,180 individuals displaced by conflict";"Shelter, settlement";"6180";"ECHO - 676000";"676000";"533052";"";"13/2014";"3/2015";"1/";"";"";"Unconditional grant, Direct cash, Hawala, 6834, 78, 1#";"";"Dora Piscoi";"";"Dora.piscoi@tearfund.org";"";"English";"";"yes";"";""
"1414";"Tearfund";"";"";"Iraq";"At-Ta'mim - 4998";"";"To provide unconditional cash to individuals displaced by conflict.";"Other, Multipurpose";"4998";"Canadian Department of Foreign Affairs, Trade and Development (DFATD)";"299880";"299880";"";"5/2015";"13/2015";"1/";"";"";"Unconditional grant, Direct cash, Hawala, 4998, 60, 1#";"Cash transfer only (cash or voucher)";"Dora Piscoi";"";"dora.piscoi@tearfund.org";"";"English";"Project providing emergency cash assistance for displaced households in Northern Iraq";"yes";"";""
"1415";"Tearfund";"";"";"Iraq";"At-Ta'mim - 5227";"";"To provide emergency unconditional cash to individuals displaced by conflict";"Other, Multipurpose";"5227";"USAID/OFDA - 1000000";"1000000";"459976";"";"8/2015";"4/2016";"1/";"";"";"Unconditional grant, Direct cash, Hawala, 5227, 88, 1#";"";"Dora Piscoi";"";"dora.piscoi@tearfund.org";"";"English";"";"yes";"";""
"1416";"Tearfund";"";"";"Central African Rep.";"Bangui - 1228";"";"To provide emergency unconditional cash to individuals displaced by conflict";"Other, Multipurpose";"1228";"START network";"";"67540";"";"11/2015";"12/2015";"1/";"";"";"Conditional grant, Direct cash, Remittance company, 1228, 55, 1#";"";"Dora Piscoi";"";"dora.piscoia@tearfund.org";"";"English";"";"yes";"";""
"1417";"Tearfund";"";"";"S. Sudan";"North Bahr-al-Ghazal - 4500";"";"To immediately increase the consumption of food by  households affected by malnutrition.";"Food security and livelihood";"4500";"Canadian Grain Food Bank";"275250";"279000";"";"10/2014";"6/2015";"1/";"";"";"Vouchers, Paper- Cash voucher, 4500, 62, 1#";"";"";"";"";"";"English";"";"yes";"";""
"1418";"Tearfund";"";"RADO";"Nepal";"Narayani - 3120";"";"Financial support for owner driven reconstruction to most vulnerable HHs.";"Shelter, settlement";"3120";"Disaster Emergency Committee (DEC) - 1200000";"1200000";"1201200";"";"3/2016";"3/2016";"1/";"";"";"Conditional grant, Bank transfer, Bank, 3120, 385, 1#";"";"";"";"";"";"English";"";"yes";"";""
"1419";"Tearfund";"";"";"Iraq";"Dihok - 3637";"";"940 vulnerable IDP families will have emergency needs met";"Other, Multipurpose";"3637";"Tearfund";"281000";"280049";"";"12/2014";"12/2014";"1/";"";"";"Unconditional grant, Direct cash, Hawala, 3637, 77, 1#";"";"";"";"";"";"English";"";"yes";"";""
"1420";"Tearfund";"";"";"Iraq";"Dihok - 9056";"";"Provision of winterization";"Shelter, settlement";"9056";"UNICEF - 664000";"664000";"407520";"";"12/2015";"4/2016";"1/";"";"";"Unconditional grant, Direct cash, Hawala, 9056, 45, 1#";"";"";"";"";"";"English";"";"yes";"";""
"1421";"Tearfund";"";"";"Iraq";"Dihok - 4950";"";"Support 738 newly arrived households and 82 host families (pending findings per displacement area) with an emergency one off cash transfer valued at $400 each";"Other, Multipurpose";"4950";"IHPF - 480000";"480000";"331650";"";"11/2016";"3/2017";"1/";"";"";"Unconditional grant, Direct cash, Hawala, 4950, 67, 1#";"";"";"";"";"";"English";"";"yes";"";""
"1422";"Tearfund";"";"";"Iraq";"Dihok - 3000";"";"Support newly arrived households with an emergency one off cash transfer valued at $400 each";"Other, Multipurpose";"3000";"USAID/OFDA - 200000";"200000";"201000";"";"11/2016";"1/";"5/2017";"";"";"Unconditional grant, Direct cash, Hawala, 3000, 67, 1#";"";"";"";"";"";"English";"";"yes";"";""
"1423";"Tearfund";"";"";"Iraq";"Dihok - 7860";"";"For education";"Education";"7860";"GIZ - 591456";"591456";"298680";"";"7/2016";"11/2016";"1/";"";"";"Cash for work, Direct cash, Hawala, 7860, 38, 1#";"";"Dora Piscoi";"";"dora.piscoi@tearfund.org";"";"English";"";"yes";"";""
"1425";"Tearfund";"";"";"Iraq";"Karbala' - 600";"";"To provide emergency unconditional cash to individuals displaced by conflict";"Other, Multipurpose";"600";"Buitenlandse Zaken (Buza) - 108000";"108000";"108000";"";"11/2016";"12/2016";"1/";"";"";"Unconditional grant, Direct cash, Hawala, 600, 60, 3#";"";"";"";"";"";"English";"";"yes";"";""
"1426";"Tearfund";"";"";"Iraq";"Dihok - 1800";"";"To provide immediate emergency support to extremely vulnerable IDP and host households affected by the current crisis through multi-month, multipurpose cash assistance in addition to facilitating linkages to referral pathways systems for persons with special needs.";"Other, Multipurpose";"1800";"IHPF - 480000";"480000";"324000";"";"7/2016";"2/2017";"1/";"";"";"Unconditional grant, Direct cash, Hawala, 1800, 60, 3#";"";"";"";"";"";"English";"";"yes";"";""
"1427";"Tearfund";"";"Ethiopian Kale Heywet Church Development Commission (EKHCDC)";"Ethiopia";"Oromia - 27540";"";"To support Self-Help Groups in target areas to support themselves and non SHG community members in overcoming the negative effects of the current drought-related crisis";"Other, Multipurpose";"27540";"Buitenlandse Zaken (Buza) - 165240";"165240";"165240";"";"6/2016";"5/2017";"1/";"";"";"Unconditional grant, Bank transfer, Bank, 27540, 6, 1#";"";"Dora Piscoi";"";"dora.piscoi@tearfund.org";"";"English";"";"yes";"";""
"1428";"Tearfund";"";"TNT";"Mali";"Timbuktu - 1925";"";"Provision of emergency food assistance";"Food security and livelihood";"1925";"Tearfund - 21175";"21175";"21175";"";"9/2016";"11/2016";"1/";"";"";"Vouchers, Paper- Commodity voucher, 1925, 11, 1#";"";"Dora Piscoi";"";"dora.piscoi@tearfund.org";"";"English";"";"yes";"";""
"1430";"Tearfund";"";"Zimbabwe Orphans through Extended Hands (ZOE)";"Zimbabwe";"Bulawayo - 334";"";"To address food insecurity";"Food security and livelihood";"334";"Tearfund - 18000";"18000";"18036";"";"11/2016";"4/2017";"1/";"";"";"Unconditional grant, Direct cash, Remittance company, 334, 9, 6#";"";"Dora Piscoi";"";"dora.piscoi@tearfund.org";"";"English";"";"yes";"";""
"1431";"Tearfund";"";"World Concern";"Haiti";"Sud-Est - 4000";"";"To strengthen the seed security of farmers in the communities of Gaillard and Bellanse.";"Food security and livelihood";"4000";"Tearfund - 30400";"30400";"32000";"";"5/2016";"7/2016";"1/";"";"";"Vouchers, Paper- Commodity voucher, 4000, 8, 1#";"";"Dora Piscoi";"";"dora.piscoi@tearfund.org";"";"English";"";"yes";"";""
"1432";"Tearfund";"";"CRUDAN";"Nigeria";"Adamawa - 44800";"";"To improve the quality of life for 20,188 conflict affected people, in 6 LGAs of Adamawa State through implementation of humanitarian response activities in FSL.";"Food security and livelihood";"44800";"Buitenlandse Zaken (Buza) - 364800";"364800";"358400";"";"6/2016";"6/2017";"1/";"";"";"Unconditional grant, Prepaid card, 44800, 8, 1#";"";"Dora Piscoi";"";"dora.piscoi@tearfund.org";"";"English";"";"yes";"";""
"1433";"Tearfund";"";"World Concern";"Somalia";"Bari - 3600";"";"Address humanitarian needs by providing  life-saving  and life-sustaining assistance to people in need, prioritising the most vulnerable";"Food security and livelihood";"3600";"Buitenlandse Zaken (Buza) - 54000";"54000";"54000";"";"8/2016";"13/2016";"1/";"";"";"Unconditional grant, Mobile phone, 3600, 15, 1#";"";"";"";"";"";"English";"Dutch NGO Joint Humanitarian Response for Somalia, Somaliland and Puntland. 
World Concern.";"yes";"";""
"1434";"Tearfund";"";"CIEETS";"Nicaragua";"Chinandega - 916";"";"To assist 180 families located in 8 selected communities affected by drought, to improve food security for poor households until staple harvest in August-December 2016. In partnership with CIEETS.";"Food security and livelihood";"916";"Tearfund - 28400";"28400";"21984";"";"7/2016";"10/2016";"1/";"";"";"Unconditional grant, Direct cash, Aid agency directly, 916, 24, 1#";"";"Dora Piscoi";"";"dora.piscoi@tearfund.org";"";"English";"";"yes";"";""
"1436";"Solidarités International";"";"";"Syria";"Aleppo (Halab) - 13568";"";"Réponse rapide aux mouvements de populations affectées par les récents bombardements au nord de la Syrie.";"Shelter, settlement, NFI";"13568";"Centre de Crise (CDC)";"";"607662";"";"3/2016";"7/2016";"1/";"";"";"Unconditional grant, Direct cash, 6534, 93, 1#";"";"";"";"";"";"French";"";"yes";"";""
"1439";"Pakistan Red Cross";"Pakistan Red Cross";"Danish Red Cross";"Pakistan";"N.W.F.P. - 690";"";"To meet the basic immediate needs of affected population through unconditional cash grants";"NFI";"690";"Danida (Danish International Development Agency)";"";"15870";"";"5/2016";"7/2016";"1/";"";"";"Unconditional grant, Mobile phone, 138, 115, 1#";"";"Lisbet Elvekjaer";"";"";"";"English";"";"yes";"";""
"1440";"Zimbabwe Red Cross Society";"Zimbabwe Red Cross Society";"Danish Red Cross";"Zimbabwe";"Mashonaland Central - 6250, Mashonaland West - 6250";"";"To meet the basic needs of IDPs and host communities through strengthening the capacity of MRCS branches to respond to current and new emergencies and humanitarian needs in target locations of Kachin State.";"Food security and livelihood";"12500";"Danida (Danish International Development Agency)";"";"500000";"";"9/2016";"5/2017";"1/";"";"";"Unconditional grant, Mobile phone, 2500, 25, 8#";"";"Lisbet Elvekjaer";"";"";"";"English";"";"yes";"";""
"1449";"Welthungerhilfe (WHH) Germany";"";"";"S. Sudan";"North Bahr-al-Ghazal - 2300";"";"Improving food and nutrition security and strengthening resilience among the rural population of Northern Bar ei Ghazal";"Food security and livelihood";"2300";"German Federal Ministry for Economic Cooperation and Development (BMZ) - 2300000";"2300000";"358000";"";"7/2016";"12/2018";"1/";"";"";"Cash for work, Road and flood protection dyke construction, Direct cash, Cash Transfer Agent, 1800, 24, 4#Vouchers, Vouchers for crop seeds and agricultural tools, Paper- Commodity voucher, Traders, 1800, 47, 2#Cash for work, Vegetable garden set up, Direct cash, Cash Transfer Agent, 500, 8, 4#";"";"";"";"";"";"English";"";"yes";"";""
"1450";"Welthungerhilfe (WHH) Germany";"";"";"Ethiopia";"Amhara - 36750";"";"The survival of the population affected by the El Nino drought in Ebnat is secured and their livelihoods are improved.";"Food security and livelihood";"36750";"Welthungerhilfe (WHH) Germany - 103000, German Federal Foreign Office (GFFO) - 920000";"1023000";"367500";"";"4/2016";"13/2016";"1/";"";"";"Cash for work, Direct cash, Aid agency directly, 7500, 49, 1#";"Cash transfer + in-kind (or other) - 1. Water supply: 4,082 households (20,000people) get water delivered over 5 months, which means until the major rainy seasonofMeherRainssetsin;
2. Livestock:2,550 households(12,495people) will receive fodder for their animals (2,883 cattle and 5,667 small ruminants);
3. Cash for Work: 7,500 households (36,750people)take part in the Cash for Work measures for the construction of rain water collection tanks and road rehabilitation;
4. Agriculture: 7,732 households (37,887 people) will receive drought-resistant and yielding seed;
5. Poultry Production:1,500 women-headed households (7,350 people) receive hens which are adapted to the local breeds for egg production;
6. Construction of drinking water Systems: 2,806 households (13,750 people) have access to drinking water through 6 newly drilled shallowwells, 24 new dug wells and 19 rehabilitated dug wells.";"";"";"";"";"English";"";"yes";"";""
"1451";"Welthungerhilfe (WHH) Germany";"";"Ar Yone Oo";"Myanmar";"Sagaing - 7500";"";"improve food security and resiliance in 25 villages in Kale, Tedim and Tonzang";"Food security and livelihood";"7500";"German Federal Ministry for Economic Cooperation and Development (BMZ) - 1320000";"1320000";"120000";"";"7/2016";"6/2019";"1/";"";"";"Cash for work, Direct cash, 7500, 16, 1#";"Cash transfer only (cash or voucher)";"Lucas Frohofer";"Programme Coordinator";"lukas.frohofer@welthungerhilfe.de";"www.welthungerhilfe.de";"English";"";"yes";"";""
